base_date,emd_nm,korean_resd_pop_cnt,korean_work_pop_cnt,korean_visit_pop_cnt,korean_sex_남성,korean_sex_여성,korean_age_0,korean_age_10,korean_age_20,korean_age_30,korean_age_40,korean_age_50,korean_age_60,korean_age_70,korean_age_80
2018-01,오라동,9166364.256999996,1088242.9544000002,8847735.7502,13392.0,13380.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2970.0,2970.0
2018-01,외도동,6388722.2998,384161.83530000015,3425383.8776,13386.0,13186.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2870.0,2870.0
2018-01,용담1동,4690039.881,340573.51829999994,3177612.1201999993,13350.0,13080.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2799.0,2799.0
2018-01,용담2동,7445161.2349,1595981.1869,8375225.287599999,13392.0,13392.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0
2018-01,우도면,792158.4764,50052.714,636474.0949,13334.0,12507.0,2875.0,2875.0,2976.0,2975.0,2972.0,2971.0,2913.0,2642.0,2642.0
2018-01,이도1동,4865123.037599999,972731.1207000002,5704396.5262,13350.0,13354.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2936.0,2936.0
2018-01,이도2동,37299177.4336,4667766.760899999,18929704.7309,13392.0,13392.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0
2018-01,이호동,2124898.2599,192463.03920000003,2233732.7665999993,13374.0,13256.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2899.0,2899.0
2018-01,일도1동,1003281.6055000001,224908.7202,2129116.6214,12946.0,12615.0,2952.0,2952.0,2976.0,2955.0,2970.0,2962.0,2942.0,2426.0,2426.0
2018-01,일도2동,21201417.5289,1201374.1503,8139831.244799999,13392.0,13392.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0
2018-01,정방동,1385499.8341999997,268385.82450000005,3327371.9033,13298.0,13204.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2835.0,2835.0
2018-01,조천읍,12351596.824600002,1275592.7421,7999581.746699998,13392.0,13392.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0
2018-01,중문동,4901041.670700001,427689.4874999999,3563680.7141,13392.0,13392.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0
2018-01,중앙동,1322677.3595000005,422706.91050000006,3323456.5363000003,13182.0,13205.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2971.0,2780.0,2780.0
2018-01,천지동,551546.4611000001,60340.5053,1651325.3804000001,13186.0,13266.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2966.0,2815.0,2815.0
2018-01,추자면,860241.0870999998,27322.542200000004,724599.3482,13364.0,13173.0,2976.0,2976.0,2975.0,2976.0,2976.0,2976.0,2976.0,2853.0,2853.0
2018-01,표선면,5927771.256899999,539548.4785000001,4182110.865400001,13392.0,13392.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0
2018-01,한경면,3898320.6843999987,271867.8907,2056439.5172999995,13392.0,13356.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2958.0,2958.0
2018-01,한림읍,12629694.936800001,995808.8672000001,6213497.371300002,13392.0,13392.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0
2018-01,화북동,17883708.8778,1357774.7392000002,6575447.542599999,13390.0,13392.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2975.0,2975.0
2018-01,효돈동,2679931.4984,180386.8278,1203333.4354,13386.0,13348.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2951.0,2951.0
2018-02,건입동,4564512.957200001,581624.8366999999,4444064.8413,12096.0,12092.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2686.0,2686.0
2018-02,구좌읍,7214529.491099999,574373.8504,4472580.3111000005,12096.0,12096.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0
2018-02,남원읍,7814940.6142,591702.7964000001,4174079.969300001,12096.0,12092.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2686.0,2686.0
2018-02,노형동,32590956.306499995,2861720.0327999997,12989497.606099999,12096.0,12096.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0
2018-02,대륜동,7648847.990699999,720864.5769000001,5461917.886,12094.0,12096.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2687.0,2687.0
2018-02,대정읍,10286379.942400001,477967.3701,3744185.4642000003,12078.0,12026.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2644.0,2644.0
2018-02,대천동,3793429.0754,268454.22490000003,3229435.9519,12074.0,12008.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2633.0,2633.0
2018-02,도두동,772821.7025,129975.55369999999,2181241.7615999994,11948.0,12052.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2592.0,2592.0
2018-02,동홍동,10499146.2702,735159.3162,4666742.502500001,12094.0,11982.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2630.0,2630.0
2018-02,봉개동,2063729.3354000002,264525.3269,2061521.2925000002,12062.0,12066.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2656.0,2656.0
2018-02,삼도1동,5946296.1001,459402.21590000007,4059800.2379000005,11806.0,12062.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2526.0,2526.0
2018-02,삼도2동,2743074.0502000004,310996.92829999997,3465722.0509000006,12068.0,12072.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2662.0,2662.0
2018-02,삼양동,12859418.9793,533459.37,3311456.0918,12092.0,12066.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2671.0,2671.0
2018-02,서홍동,3278590.7131000003,175094.28530000005,2124887.392,11534.0,11832.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2275.0,2275.0
2018-02,성산읍,7623822.0802,477859.4089,5189906.992399999,12096.0,12092.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2686.0,2686.0
2018-02,송산동,1160905.375,69404.5816,1094433.5459000003,11919.0,11604.0,2687.0,2687.0,2688.0,2688.0,2688.0,2688.0,2685.0,2356.0,2356.0
2018-02,아라동,20070674.864300005,2100516.8856999995,7767864.729900001,12096.0,12058.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2669.0,2669.0
2018-02,안덕면,8362025.412799999,1245509.3027,5600192.5214,12096.0,12096.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0
2018-02,애월읍,20215473.467,1632005.7376000003,12563803.082199996,12096.0,12096.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0
2018-02,연동,28618355.803000007,3060701.4523000005,14167315.716299998,12096.0,12096.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0
2018-02,영천동,2312063.5586,358175.55419999996,2437150.9702,12054.0,11886.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2562.0,2562.0
2018-02,예래동,1762804.6183000002,547275.2113999999,4525682.842499999,12096.0,12096.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0
2018-02,오라동,8538316.919400001,973561.3416000002,7728877.7038,12096.0,12086.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2683.0,2683.0
2018-02,외도동,5585135.8807000015,318495.6830999999,2794616.4272,11982.0,11578.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2372.0,2372.0
2018-02,용담1동,4305839.185,254007.22070000003,2915052.3679999993,12092.0,12009.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2685.0,2644.0,2644.0
2018-02,용담2동,6752160.920699999,1346141.9204,7272050.5643,12096.0,12096.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0
2018-02,우도면,709921.7296,52676.61200000001,575115.9978,11623.0,11188.0,2516.0,2516.0,2677.0,2681.0,2651.0,2688.0,2620.0,2231.0,2231.0
2018-02,이도1동,4426787.4148,873838.5201000002,5049303.5738,12036.0,12060.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2640.0,2640.0
2018-02,이도2동,33775992.005899996,4014406.168200001,16673651.5091,12096.0,12096.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0
2018-02,이호동,2027292.4053000002,177780.913,1869369.498,12032.0,11822.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2519.0,2519.0
2018-02,일도1동,865667.6457,210582.37389999998,1926492.2143999997,11678.0,11198.0,2681.0,2681.0,2688.0,2669.0,2671.0,2661.0,2639.0,2093.0,2093.0
2018-02,일도2동,19410702.652900003,1067623.1154999998,7497323.725600001,12096.0,12096.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0
2018-02,정방동,1299739.5057,228336.99079999997,2556911.2026000004,12032.0,11756.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2486.0,2486.0
2018-02,조천읍,11179771.5199,976848.2950999999,6400357.256299999,12096.0,12096.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0
2018-02,중문동,4415021.2615,340873.50570000004,2839192.9916,12096.0,12090.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2685.0,2685.0
2018-02,중앙동,1287366.7655999998,332039.1108999999,2887622.3606999996,11832.0,11390.0,2685.0,2685.0,2688.0,2688.0,2688.0,2688.0,2686.0,2207.0,2207.0
2018-02,천지동,477395.7841,60339.6226,1063195.1495,11502.0,11430.0,2681.0,2681.0,2688.0,2688.0,2688.0,2688.0,2640.0,2089.0,2089.0
2018-02,추자면,728453.7594000002,27127.802499999998,586138.8976000001,11872.0,11945.0,2681.0,2681.0,2688.0,2688.0,2688.0,2688.0,2681.0,2511.0,2511.0
2018-02,표선면,5318479.474199998,447822.9479,3453445.2852000003,12096.0,12090.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2685.0,2685.0
2018-02,한경면,3563800.329,240380.83599999995,1844139.6592000003,12096.0,11998.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2639.0,2639.0
2018-02,한림읍,11448916.670100002,781873.6262000002,4797251.259,12096.0,12096.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0
2018-02,화북동,16256410.310400002,996988.1524000001,5677274.8244,12096.0,12096.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0
2018-02,효돈동,2446423.6438,141835.9778,1055893.7047000001,11724.0,11756.0,2673.0,2673.0,2688.0,2688.0,2688.0,2688.0,2688.0,2347.0,2347.0
2018-03,건입동,4654124.366700001,707207.2324,4796902.7696,13386.0,13386.0,2973.0,2973.0,2976.0,2976.0,2976.0,2976.0,2976.0,2973.0,2973.0
2018-03,구좌읍,7778848.103799999,710428.0382999999,5478506.6187,13392.0,13392.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0
2018-03,남원읍,7959488.1636999985,607714.6252,4619524.735,13392.0,13392.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0
2018-03,노형동,34013584.9889,3253035.8033,16618799.742500002,13392.0,13392.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0
2018-03,대륜동,8541932.3774,799573.8464,5719498.397000001,13392.0,13392.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0
2018-03,대정읍,10818296.465899998,570860.7565000001,4294809.1695,13392.0,13392.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0
2018-03,대천동,3772158.4622000004,292914.53880000004,3707836.1316000004,13386.0,13342.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2948.0,2948.0
2018-03,도두동,765708.7368000002,138293.66279999996,2471494.071499999,13340.0,13296.0,2915.0,2915.0,2976.0,2976.0,2976.0,2976.0,2976.0,2963.0,2963.0
2018-03,동홍동,10883341.3307,867329.8360000001,5041289.1717,13380.0,13392.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2970.0,2970.0
2018-03,봉개동,2100136.3279999997,321372.8406,3351676.9688000004,13392.0,13364.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2962.0,2962.0
2018-03,삼도1동,5912029.281199999,494916.408,4354752.0018,13392.0,13312.0,2972.0,2972.0,2976.0,2976.0,2976.0,2976.0,2976.0,2940.0,2940.0
2018-03,삼도2동,2849926.6781,327656.0962000001,3803070.8492999994,13366.0,13222.0,2945.0,2945.0,2976.0,2976.0,2976.0,2976.0,2976.0,2909.0,2909.0
2018-03,삼양동,13433949.490899999,604676.832,3358568.5292000007,13388.0,13374.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2965.0,2965.0
2018-03,서홍동,3245183.2178,207383.43900000004,2334616.1615,13258.0,13096.0,2874.0,2874.0,2976.0,2976.0,2976.0,2976.0,2976.0,2863.0,2863.0
2018-03,성산읍,8058749.264599999,537123.5913999999,5812441.6811,13392.0,13392.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0
2018-03,송산동,1146825.7779999997,79414.10570000001,1033357.5367,13197.0,13074.0,2809.0,2809.0,2975.0,2976.0,2976.0,2976.0,2976.0,2887.0,2887.0
2018-03,아라동,22187544.4476,2693643.5201999997,14937990.1302,13392.0,13392.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0
2018-03,안덕면,9067843.0458,1323874.1265000005,6385304.8488,13392.0,13392.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0
2018-03,애월읍,21825475.247199997,1939301.2301000003,15911127.986200001,13392.0,13392.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0
2018-03,연동,29877007.28200001,3367353.7490999997,16751234.954999998,13392.0,13392.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0
2018-03,영천동,2342981.660900001,377437.1376999999,3020311.3075,13390.0,13386.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2972.0,2972.0
2018-03,예래동,1852033.4326000004,599783.7023,4778358.9827,13392.0,13392.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0
2018-03,오라동,8624714.255900001,1057752.6548000001,8741627.712700002,13392.0,13392.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0
2018-03,외도동,5402050.4034,356809.7281,3326108.9216000005,13340.0,13254.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2881.0,2881.0
2018-03,용담1동,4420194.4471,275072.85429999995,3148534.2124999994,13368.0,13380.0,2973.0,2973.0,2976.0,2976.0,2976.0,2976.0,2976.0,2961.0,2961.0
2018-03,용담2동,6895899.324700001,1484159.8366999999,7685386.666000001,13392.0,13376.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2968.0,2968.0
2018-03,우도면,779418.3550999998,71078.40500000001,722089.4848999999,12757.0,12584.0,2467.0,2467.0,2962.0,2976.0,2975.0,2976.0,2956.0,2781.0,2781.0
2018-03,이도1동,4555364.4896,958451.9859000001,5415021.505400001,13384.0,13364.0,2975.0,2975.0,2976.0,2976.0,2976.0,2976.0,2976.0,2959.0,2959.0
2018-03,이도2동,34870779.7397,4455988.740400001,18803338.732799996,13392.0,13392.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0
2018-03,이호동,2091047.5405000001,215990.69680000003,2133684.2272,13364.0,13296.0,2937.0,2937.0,2976.0,2976.0,2976.0,2976.0,2976.0,2953.0,2953.0
2018-03,일도1동,867633.0940000002,236096.95589999997,2084585.4234000002,12815.0,12785.0,2730.0,2730.0,2975.0,2975.0,2972.0,2976.0,2944.0,2649.0,2649.0
2018-03,일도2동,19723844.443499997,1175716.0988,7539216.795000001,13392.0,13392.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0
2018-03,정방동,1284220.1778,262459.53659999993,2552929.457600001,13384.0,13270.0,2957.0,2957.0,2976.0,2976.0,2976.0,2976.0,2976.0,2930.0,2930.0
2018-03,조천읍,11850980.1542,1158024.6823999998,7926222.489099998,13392.0,13392.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0
2018-03,중문동,4696455.0940000005,369007.0105,3368892.0264999997,13392.0,13392.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0
2018-03,중앙동,1343335.1972,360933.82029999996,3172107.2533000004,13204.0,12846.0,2906.0,2906.0,2976.0,2976.0,2976.0,2976.0,2968.0,2683.0,2683.0
2018-03,천지동,465461.9273,50918.24489999999,1118201.8331,12970.0,12925.0,2744.0,2744.0,2976.0,2976.0,2976.0,2976.0,2973.0,2765.0,2765.0
2018-03,추자면,795329.3502000003,44955.3465,803683.14,13392.0,13137.0,2855.0,2855.0,2963.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0
2018-03,표선면,5802361.145899999,497686.70650000003,4207917.589799999,13392.0,13392.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0
2018-03,한경면,3884632.5809999993,300523.03609999997,2189907.6073,13392.0,13282.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2921.0,2921.0
2018-03,한림읍,12252431.945399998,892049.8027000001,6722970.972100001,13392.0,13392.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0
2018-03,화북동,16934249.339400005,1132134.3286000004,7031292.230800001,13392.0,13392.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0
2018-03,효돈동,2404062.7723,140970.8942,1028586.9956000001,12838.0,13170.0,2777.0,2777.0,2976.0,2976.0,2976.0,2976.0,2976.0,2787.0,2787.0
2018-04,건입동,4426399.187300001,742007.4365000001,4842400.946599999,12960.0,12960.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0
2018-04,구좌읍,7714110.6917,1103369.2744,5934168.987900001,12960.0,12960.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0
2018-04,남원읍,7654732.2459,717997.5557999999,5119910.5283,12960.0,12960.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0
2018-04,노형동,33289189.290299993,4732348.1655,14588559.212,12960.0,12960.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0
2018-04,대륜동,8529881.915000001,888133.9471999999,5726741.228799998,12960.0,12960.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0
2018-04,대정읍,10666452.3964,739253.1779000001,4515790.671199999,12960.0,12960.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0
2018-04,대천동,3685204.3233999996,420906.3942,3803117.2333000004,12958.0,12956.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2877.0,2877.0
2018-04,도두동,781084.2519000003,151907.76900000003,2817111.8701,12958.0,12954.0,2879.0,2879.0,2880.0,2880.0,2880.0,2880.0,2880.0,2877.0,2877.0
2018-04,동홍동,10516741.689000003,1214875.7086,4522772.668399999,12960.0,12960.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0
2018-04,봉개동,2071384.9023000004,938861.9554,3441762.4508999996,12960.0,12956.0,2878.0,2878.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0
2018-04,삼도1동,5719156.905100002,458715.39239999995,4243131.4368,12954.0,12836.0,2865.0,2865.0,2880.0,2880.0,2880.0,2880.0,2880.0,2830.0,2830.0
2018-04,삼도2동,2719187.2806,371066.73970000003,3725350.0818999996,12952.0,12938.0,2868.0,2868.0,2880.0,2880.0,2880.0,2880.0,2880.0,2877.0,2877.0
2018-04,삼양동,12992047.544499999,637209.4817000001,3318157.8381999996,12960.0,12952.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2876.0,2876.0
2018-04,서홍동,3083295.3377000005,268537.0538,2100199.4937,12874.0,12903.0,2876.0,2876.0,2880.0,2880.0,2880.0,2880.0,2879.0,2813.0,2813.0
2018-04,성산읍,7972026.3375,586189.2577,6782138.6122,12960.0,12960.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0
2018-04,송산동,1159976.4345000002,72832.76909999999,1172436.5710000002,12840.0,12868.0,2789.0,2789.0,2880.0,2880.0,2880.0,2880.0,2880.0,2865.0,2865.0
2018-04,아라동,24636150.632000003,5727708.8048,9595425.7669,12960.0,12960.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0
2018-04,안덕면,9299791.9801,1555585.0229,6893396.8672,12960.0,12960.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0
2018-04,애월읍,21395024.7937,2449326.6278999997,15466354.555699999,12960.0,12960.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0
2018-04,연동,28861630.814099997,3842496.9435000005,15900779.931000002,12960.0,12960.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0
2018-04,영천동,2367271.742300001,740455.9296,2648862.6023,12934.0,12932.0,2871.0,2871.0,2880.0,2880.0,2880.0,2880.0,2880.0,2862.0,2862.0
2018-04,예래동,1834488.7227999996,632150.6858000001,5677407.4079,12960.0,12960.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0
2018-04,오라동,8232673.0508,1054846.8517,8156362.584199999,12960.0,12960.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0
2018-04,외도동,5461690.5535,360675.90599999996,3672323.3406000007,12958.0,12954.0,2879.0,2879.0,2880.0,2880.0,2880.0,2880.0,2880.0,2877.0,2877.0
2018-04,용담1동,4129941.0688000005,390270.88840000005,2896896.4126,12938.0,12894.0,2860.0,2860.0,2880.0,2880.0,2880.0,2880.0,2880.0,2856.0,2856.0
2018-04,용담2동,6643608.803199999,2071064.9784000004,8138011.417400001,12960.0,12960.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0
2018-04,우도면,888861.0639000001,52681.50879999999,752643.7592999999,12480.0,12103.0,2593.0,2593.0,2880.0,2876.0,2878.0,2879.0,2822.0,2531.0,2531.0
