base_date,emd_nm,card_use_cnt,card_use_amt
2018-01-06,중문동,1538,64480378
2018-01-06,중앙동,575,20688088
2018-01-06,천지동,526,21808355
2018-01-06,추자면,65,2679485
2018-01-06,표선면,1097,38803976
2018-01-06,한경면,630,20328137
2018-01-06,한림읍,2190,84326844
2018-01-06,화북동,5666,180582631
2018-01-06,효돈동,644,28233041
2018-01-07,건입동,1957,77315167
2018-01-07,구좌읍,1175,43479424
2018-01-07,남원읍,1718,74067939
2018-01-07,노형동,12235,383118697
2018-01-07,대륜동,2160,91240763
2018-01-07,대정읍,2314,95099827
2018-01-07,대천동,2097,65482560
2018-01-07,도두동,447,15287825
2018-01-07,동홍동,3895,145707638
2018-01-07,봉개동,491,16088058
2018-01-07,삼도1동,3035,96818965
2018-01-07,삼도2동,1504,48809622
2018-01-07,삼양동,4316,131266052
2018-01-07,서홍동,1828,72679882
2018-01-07,성산읍,1150,38801765
2018-01-07,송산동,493,22106416
2018-01-07,아라동,5799,209070722
2018-01-07,안덕면,977,32903874
2018-01-07,알수없음,306,10488398
2018-01-07,애월읍,4497,149662839
2018-01-07,연동,9178,306626359
2018-01-07,영천동,674,26904934
2018-01-07,예래동,506,16058941
2018-01-07,오라동,2941,98890494
2018-01-07,외도동,4592,153376616
2018-01-07,용담1동,1269,45555521
2018-01-07,용담2동,3190,107069081
2018-01-07,우도면,40,1478302
2018-01-07,이도1동,1786,60770677
2018-01-07,이도2동,10905,352636912
2018-01-07,이호동,653,25724915
2018-01-07,일도1동,601,21725621
2018-01-07,일도2동,6918,284631977
2018-01-07,정방동,335,29602489
2018-01-07,조천읍,3230,103310746
2018-01-07,중문동,1327,37614184
2018-01-07,중앙동,477,27747933
2018-01-07,천지동,413,19004351
2018-01-07,추자면,79,3479177
2018-01-07,표선면,937,35144799
2018-01-07,한경면,731,27536360
2018-01-07,한림읍,2081,86683443
2018-01-07,화북동,5008,160435184
2018-01-07,효돈동,601,19154892
2018-01-08,건입동,1672,50348122
2018-01-08,구좌읍,1169,42030239
2018-01-08,남원읍,1542,60935212
2018-01-08,노형동,11790,347666416
2018-01-08,대륜동,2009,82289439
2018-01-08,대정읍,2309,78955599
2018-01-08,대천동,2087,69011670
2018-01-08,도두동,447,13439504
2018-01-08,동홍동,3836,144923069
2018-01-08,봉개동,393,15704095
2018-01-08,삼도1동,2828,78486890
2018-01-08,삼도2동,1532,49896893
2018-01-08,삼양동,3642,104143604
2018-01-08,서홍동,1611,69709136
2018-01-08,성산읍,1253,34856433
2018-01-08,송산동,516,20313456
2018-01-08,아라동,5366,158365373
2018-01-08,안덕면,1036,39054778
2018-01-08,알수없음,188,5989661
2018-01-08,애월읍,4356,139610056
2018-01-08,연동,9315,278962730
2018-01-08,영천동,717,25165960
2018-01-08,예래동,663,34937204
2018-01-08,오라동,2573,80307151
2018-01-08,외도동,4348,133742557
2018-01-08,용담1동,1252,49265762
2018-01-08,용담2동,3276,120600794
2018-01-08,우도면,55,1728566
2018-01-08,이도1동,1723,54307153
2018-01-08,이도2동,9717,267898782
2018-01-08,이호동,697,20407138
2018-01-08,일도1동,600,23420945
2018-01-08,일도2동,5931,168726307
2018-01-08,정방동,349,11247189
2018-01-08,조천읍,3089,83519527
2018-01-08,중문동,1280,41724444
2018-01-08,중앙동,457,19438935
2018-01-08,천지동,480,17394216
2018-01-08,추자면,128,4681685
2018-01-08,표선면,983,36772611
2018-01-08,한경면,761,25009085
2018-01-08,한림읍,2302,86415038
2018-01-08,화북동,4311,129126716
2018-01-08,효돈동,540,18600504
2018-01-09,건입동,1821,66994593
2018-01-09,구좌읍,1153,46252593
2018-01-09,남원읍,1423,48244973
2018-01-09,노형동,12736,388755191
2018-01-09,대륜동,2095,66098666
2018-01-09,대정읍,2440,83306889
2018-01-09,대천동,1866,58115742
2018-01-09,도두동,468,22363577
2018-01-09,동홍동,3518,121050158
2018-01-09,봉개동,421,16855588
2018-01-09,삼도1동,3001,90811530
2018-01-09,삼도2동,1734,48242272
2018-01-09,삼양동,3982,103660598
2018-01-09,서홍동,1634,55148217
2018-01-09,성산읍,1125,47313251
2018-01-09,송산동,560,21673378
2018-01-09,아라동,6181,178260056
2018-01-09,안덕면,1174,40517958
2018-01-09,알수없음,212,6352411
2018-01-09,애월읍,4524,151708395
2018-01-09,연동,9193,266022916
2018-01-09,영천동,556,20792151
2018-01-09,예래동,539,15589250
2018-01-09,오라동,2589,71119288
2018-01-09,외도동,4513,118011164
2018-01-09,용담1동,1473,44707367
2018-01-09,용담2동,3039,82713468
2018-01-09,우도면,45,1683050
2018-01-09,이도1동,1700,52383957
2018-01-09,이도2동,10193,297388045
2018-01-09,이호동,672,21677111
2018-01-09,일도1동,591,19976188
2018-01-09,일도2동,6364,210850980
2018-01-09,정방동,378,15969186
2018-01-09,조천읍,2995,90652151
2018-01-09,중문동,1253,40617141
2018-01-09,중앙동,520,25106254
2018-01-09,천지동,471,18345381
2018-01-09,추자면,94,7517799
2018-01-09,표선면,981,39581769
2018-01-09,한경면,652,19486514
2018-01-09,한림읍,2101,71023100
2018-01-09,화북동,4652,138353489
2018-01-09,효돈동,580,19745172
2018-01-10,건입동,1601,56387128
2018-01-10,구좌읍,1089,39735845
2018-01-10,남원읍,1493,58678969
2018-01-10,노형동,11817,334291948
2018-01-10,대륜동,1699,53552289
2018-01-10,대정읍,2142,68690458
2018-01-10,대천동,1542,53978134
2018-01-10,도두동,477,12984347
2018-01-10,동홍동,3653,121598900
2018-01-10,봉개동,437,12821385
2018-01-10,삼도1동,2910,89897459
2018-01-10,삼도2동,1449,40886109
2018-01-10,삼양동,3820,120924384
2018-01-10,서홍동,1512,62688140
2018-01-10,성산읍,1262,43359915
2018-01-10,송산동,501,22680077
2018-01-10,아라동,5165,162425305
2018-01-10,안덕면,915,33752371
2018-01-10,알수없음,231,5078953
2018-01-10,애월읍,4568,154432879
2018-01-10,연동,8539,265942539
2018-01-10,영천동,625,25005354
2018-01-10,예래동,412,12009271
2018-01-10,오라동,2731,81014657
2018-01-10,외도동,4361,128983097
2018-01-10,용담1동,1169,35694178
2018-01-10,용담2동,3043,93488904
2018-01-10,우도면,30,358430
2018-01-10,이도1동,1641,48079310
2018-01-10,이도2동,9425,273447376
2018-01-10,이호동,719,26262215
2018-01-10,일도1동,520,19257510
2018-01-10,일도2동,6077,196613782
2018-01-10,정방동,340,12336425
2018-01-10,조천읍,2967,88362128
2018-01-10,중문동,1125,35023620
2018-01-10,중앙동,418,16651922
2018-01-10,천지동,497,20770528
2018-01-10,추자면,98,4087526
2018-01-10,표선면,972,30447843
2018-01-10,한경면,585,17010400
2018-01-10,한림읍,1749,57757262
2018-01-10,화북동,4020,120972924
2018-01-10,효돈동,630,17762170
2018-01-11,건입동,1409,46822054
2018-01-11,구좌읍,858,22049632
2018-01-11,남원읍,1268,38121044
2018-01-11,노형동,10827,285303308
2018-01-11,대륜동,1522,50982740
2018-01-11,대정읍,1779,47519569
2018-01-11,대천동,1444,43876742
2018-01-11,도두동,404,13304824
2018-01-11,동홍동,3423,122143763
2018-01-11,봉개동,349,7930092
2018-01-11,삼도1동,2642,72613303
2018-01-11,삼도2동,1271,36045833
2018-01-11,삼양동,3613,90157814
2018-01-11,서홍동,1400,57580405
2018-01-11,성산읍,831,26746930
2018-01-11,송산동,402,13952551
2018-01-11,아라동,4455,107969134
2018-01-11,안덕면,599,18342239
2018-01-11,알수없음,183,8119470
2018-01-11,애월읍,3161,98715649
2018-01-11,연동,8239,227665506
2018-01-11,영천동,546,20177646
2018-01-11,예래동,329,9686301
2018-01-11,오라동,2131,61588633
2018-01-11,외도동,3711,100021807
2018-01-11,용담1동,1243,34055661
2018-01-11,용담2동,2624,66088012
2018-01-11,우도면,30,1825342
2018-01-11,이도1동,1252,29308527
2018-01-11,이도2동,8445,232992684
2018-01-11,이호동,546,15257089
2018-01-11,일도1동,591,19853536
2018-01-11,일도2동,5302,136544547
2018-01-11,정방동,305,10787172
2018-01-11,조천읍,2013,57319635
2018-01-11,중문동,920,27724021
2018-01-11,중앙동,442,11805506
2018-01-11,천지동,409,16213851
2018-01-11,추자면,73,3775495
2018-01-11,표선면,603,15076547
2018-01-11,한경면,364,9294238
2018-01-11,한림읍,1725,55619056
2018-01-11,화북동,3895,100023868
2018-01-11,효돈동,540,41810565
2018-01-12,건입동,1611,46474280
2018-01-12,구좌읍,958,33072336
2018-01-12,남원읍,1335,43050046
2018-01-12,노형동,11225,322343858
2018-01-12,대륜동,1681,54697204
2018-01-12,대정읍,2357,72664613
2018-01-12,대천동,1836,53653683
2018-01-12,도두동,463,13572664
2018-01-12,동홍동,3566,112475138
2018-01-12,봉개동,398,12425492
2018-01-12,삼도1동,2564,65840498
2018-01-12,삼도2동,1355,33802011
2018-01-12,삼양동,3767,107547264
2018-01-12,서홍동,1345,43729983
2018-01-12,성산읍,1027,29207331
2018-01-12,송산동,501,21127386
2018-01-12,아라동,5142,119297191
2018-01-12,안덕면,772,26801530
2018-01-12,알수없음,236,6856864
2018-01-12,애월읍,3591,115610909
2018-01-12,연동,8607,239031432
2018-01-12,영천동,644,21668370
2018-01-12,예래동,462,12412431
2018-01-12,오라동,2378,72127507
2018-01-12,외도동,3850,101816314
2018-01-12,용담1동,1224,43442895
2018-01-12,용담2동,2898,73224156
2018-01-12,우도면,65,1659875
2018-01-12,이도1동,1749,53509474
2018-01-12,이도2동,9414,244494923
2018-01-12,이호동,673,19699313
2018-01-12,일도1동,500,23480161
2018-01-12,일도2동,6306,164637456
2018-01-12,정방동,364,15313013
2018-01-12,조천읍,2942,82803223
2018-01-12,중문동,1077,30493918
2018-01-12,중앙동,476,18442303
2018-01-12,천지동,495,15776321
2018-01-12,추자면,153,5385337
2018-01-12,표선면,787,25919105
2018-01-12,한경면,511,18470881
2018-01-12,한림읍,2069,69353898
2018-01-12,화북동,4173,107703402
2018-01-12,효돈동,441,18454235
2018-01-13,건입동,2184,74839056
2018-01-13,구좌읍,1375,45868504
2018-01-13,남원읍,1950,68984027
2018-01-13,노형동,14905,498791360
2018-01-13,대륜동,2912,106267130
2018-01-13,대정읍,3375,148445258
2018-01-13,대천동,2382,86678784
2018-01-13,도두동,571,26589319
2018-01-13,동홍동,4326,174522170
2018-01-13,봉개동,546,19156071
2018-01-13,삼도1동,3373,124196142
2018-01-13,삼도2동,1895,65088238
2018-01-13,삼양동,4842,155752073
2018-01-13,서홍동,2171,77808427
2018-01-13,성산읍,1473,52885856
2018-01-13,송산동,605,24558790
2018-01-13,아라동,6586,223457636
2018-01-13,안덕면,1287,58124236
2018-01-13,알수없음,340,12558700
2018-01-13,애월읍,5225,210751734
2018-01-13,연동,11180,393409460
2018-01-13,영천동,766,27929063
2018-01-13,예래동,605,26297863
2018-01-13,오라동,3335,117552077
2018-01-13,외도동,5362,178442181
2018-01-13,용담1동,1468,45477452
2018-01-13,용담2동,3629,125862843
2018-01-13,우도면,55,3561174
2018-01-13,이도1동,2160,88370819
2018-01-13,이도2동,12001,390406772
2018-01-13,이호동,762,25167679
2018-01-13,일도1동,878,27393971
2018-01-13,일도2동,7860,264379932
2018-01-13,정방동,389,15615911
2018-01-13,조천읍,3518,119294980
2018-01-13,중문동,1808,68138722
2018-01-13,중앙동,624,29717775
2018-01-13,천지동,629,26149579
2018-01-13,추자면,60,2361808
2018-01-13,표선면,1121,37908294
2018-01-13,한경면,648,22785395
2018-01-13,한림읍,2578,99553490
2018-01-13,화북동,5616,195616169
2018-01-13,효돈동,702,24617316
2018-01-14,건입동,2014,70381462
2018-01-14,구좌읍,1242,56482283
2018-01-14,남원읍,1728,68212567
2018-01-14,노형동,14071,487961446
2018-01-14,대륜동,2349,94965145
2018-01-14,대정읍,2847,113538669
2018-01-14,대천동,2027,76427147
2018-01-14,도두동,545,19733486
2018-01-14,동홍동,3726,165508587
2018-01-14,봉개동,521,21440742
2018-01-14,삼도1동,3176,99981151
2018-01-14,삼도2동,1708,50591217
2018-01-14,삼양동,4939,154082674
2018-01-14,서홍동,1832,65403557
2018-01-14,성산읍,1183,38799360
2018-01-14,송산동,531,21101609
2018-01-14,아라동,6355,218186283
2018-01-14,안덕면,1310,53939641
2018-01-14,알수없음,321,12446310
2018-01-14,애월읍,4914,174549052
2018-01-14,연동,10798,382802032
2018-01-14,영천동,600,29031112
2018-01-14,예래동,521,18003694
2018-01-14,오라동,2809,95023254
2018-01-14,외도동,5117,164623192
2018-01-14,용담1동,1586,49097742
2018-01-14,용담2동,3630,115576490
2018-01-14,우도면,103,2307013
2018-01-14,이도1동,1950,65371985
2018-01-14,이도2동,12030,392899182
2018-01-14,이호동,792,25995406
2018-01-14,일도1동,663,24484255
2018-01-14,일도2동,7385,246609935
2018-01-14,정방동,402,14144728
2018-01-14,조천읍,3271,111870029
2018-01-14,중문동,1704,61762596
2018-01-14,중앙동,516,21825244
2018-01-14,천지동,506,26499417
2018-01-14,추자면,59,1543753
2018-01-14,표선면,1032,34937253
2018-01-14,한경면,702,27774594
2018-01-14,한림읍,2117,77694858
2018-01-14,화북동,5298,188419188
2018-01-14,효돈동,642,26215816
2018-01-15,건입동,1875,57385920
2018-01-15,구좌읍,1538,56162642
2018-01-15,남원읍,1597,50232098
2018-01-15,노형동,12884,374342888
2018-01-15,대륜동,2313,89200854
2018-01-15,대정읍,2672,93875174
2018-01-15,대천동,1990,66138241
2018-01-15,도두동,550,19475467
2018-01-15,동홍동,3781,143476486
2018-01-15,봉개동,472,15930888
2018-01-15,삼도1동,2751,83259067
2018-01-15,삼도2동,1680,65358434
2018-01-15,삼양동,4311,130391090
2018-01-15,서홍동,1816,66512187
2018-01-15,성산읍,1449,52173808
2018-01-15,송산동,471,17535918
2018-01-15,아라동,5902,222060151
2018-01-15,안덕면,1126,50525029
2018-01-15,알수없음,297,10173127
2018-01-15,애월읍,4542,145815708
2018-01-15,연동,10099,297947603
2018-01-15,영천동,684,22622531
2018-01-15,예래동,550,20531607
2018-01-15,오라동,3103,94205568
2018-01-15,외도동,4397,124002001
2018-01-15,용담1동,1399,42888655
2018-01-15,용담2동,3354,98123601
2018-01-15,우도면,74,4359491
2018-01-15,이도1동,1835,73984223
2018-01-15,이도2동,10851,313033760
2018-01-15,이호동,752,25504357
2018-01-15,일도1동,673,23551748
2018-01-15,일도2동,6821,230598003
2018-01-15,정방동,352,14088607
2018-01-15,조천읍,3217,107725204
2018-01-15,중문동,1528,46282594
2018-01-15,중앙동,541,40282181
2018-01-15,천지동,457,30831707
2018-01-15,추자면,128,4803011
2018-01-15,표선면,1047,48251061
2018-01-15,한경면,594,20038644
2018-01-15,한림읍,1973,63231962
2018-01-15,화북동,4886,146557509
2018-01-15,효돈동,613,25525176
2018-01-16,건입동,1806,67219226
2018-01-16,구좌읍,1222,49784111
2018-01-16,남원읍,1513,52456820
2018-01-16,노형동,12142,356338214
2018-01-16,대륜동,2018,69303227
2018-01-16,대정읍,2376,74309167
2018-01-16,대천동,1821,58192314
2018-01-16,도두동,585,20045124
2018-01-16,동홍동,3432,157930198
2018-01-16,봉개동,511,18483449
2018-01-16,삼도1동,2808,92508279
2018-01-16,삼도2동,1616,49404273
2018-01-16,삼양동,3845,113049707
2018-01-16,서홍동,1728,53839231
2018-01-16,성산읍,1109,58965172
2018-01-16,송산동,471,19283338
2018-01-16,아라동,5729,194897932
2018-01-16,안덕면,1012,38285970
2018-01-16,알수없음,291,8866872
2018-01-16,애월읍,4405,150309733
2018-01-16,연동,9515,285244485
2018-01-16,영천동,611,22930878
2018-01-16,예래동,476,15480298
2018-01-16,오라동,2582,84038921
2018-01-16,외도동,4060,114255503
2018-01-16,용담1동,1307,51812186
2018-01-16,용담2동,3168,95165292
2018-01-16,우도면,50,2085474
2018-01-16,이도1동,1591,40304865
2018-01-16,이도2동,10499,317859505
2018-01-16,이호동,668,22486523
2018-01-16,일도1동,600,24126905
2018-01-16,일도2동,5986,167545894
2018-01-16,정방동,296,10249625
2018-01-16,조천읍,2942,98146579
2018-01-16,중문동,1484,44510122
2018-01-16,중앙동,457,38581111
2018-01-16,천지동,536,16527600
2018-01-16,추자면,108,4578771
2018-01-16,표선면,1041,29604060
2018-01-16,한경면,610,25538801
2018-01-16,한림읍,2083,80541284
2018-01-16,화북동,4375,144532970
2018-01-16,효돈동,562,16478108
2018-01-17,건입동,1944,56114525
2018-01-17,구좌읍,1154,37222023
2018-01-17,남원읍,1503,52697558
2018-01-17,노형동,12470,391285806
2018-01-17,대륜동,2140,75556161
2018-01-17,대정읍,2570,82753975
2018-01-17,대천동,1940,52220158
2018-01-17,도두동,512,17147881
2018-01-17,동홍동,3830,128215223
2018-01-17,봉개동,540,16810269
2018-01-17,삼도1동,2866,87596512
2018-01-17,삼도2동,1587,62591772
2018-01-17,삼양동,4209,123990218
2018-01-17,서홍동,1801,61994298
2018-01-17,성산읍,1276,43393058
2018-01-17,송산동,500,19113402
2018-01-17,아라동,6152,187305885
2018-01-17,안덕면,1099,37964268
2018-01-17,알수없음,232,9646883
2018-01-17,애월읍,4331,159865259
2018-01-17,연동,9588,298461027
2018-01-17,영천동,751,29843618
2018-01-17,예래동,511,13349406
2018-01-17,오라동,2921,89899842
2018-01-17,외도동,4615,139151884
2018-01-17,용담1동,1218,36884412
2018-01-17,용담2동,3163,110155065
2018-01-17,우도면,65,3475690
2018-01-17,이도1동,1915,62240486
2018-01-17,이도2동,11279,355091427
2018-01-17,이호동,644,16860400
2018-01-17,일도1동,530,31022214
2018-01-17,일도2동,6863,201641181
2018-01-17,정방동,388,13685987
2018-01-17,조천읍,3089,96832933
2018-01-17,중문동,1418,43368066
2018-01-17,중앙동,629,25435372
2018-01-17,천지동,580,34101129
2018-01-17,추자면,128,4189016
2018-01-17,표선면,934,34856582
2018-01-17,한경면,762,27569504
2018-01-17,한림읍,2240,97811324
2018-01-17,화북동,4792,153513530
2018-01-17,효돈동,590,22434331
2018-01-18,건입동,2053,67426478
2018-01-18,구좌읍,1379,46389925
2018-01-18,남원읍,1359,41541448
2018-01-18,노형동,13316,408325764
2018-01-18,대륜동,2067,81505951
2018-01-18,대정읍,2705,92760731
2018-01-18,대천동,2058,70255029
2018-01-18,도두동,419,13033988
2018-01-18,동홍동,4099,140195132
2018-01-18,봉개동,451,20817369
2018-01-18,삼도1동,2947,79539443
2018-01-18,삼도2동,1600,44567431
2018-01-18,삼양동,4011,115675894
2018-01-18,서홍동,1659,54732605
2018-01-18,성산읍,1251,61849306
2018-01-18,송산동,659,29449640
2018-01-18,아라동,5883,159889534
