base_date,emd_nm,short_nationality_CHN,short_nationality_ETC,short_nationality_HKG,short_nationality_IDN,short_nationality_JPN,short_nationality_MYS,short_nationality_SGP,short_nationality_THA,short_nationality_USA,short_nationality_VNM,short_visit_pop_cnt
2018-01-01,표선면,24,24,5,24,24,5,21,5,4,0,2191.8778
2018-01-01,한경면,24,0,0,0,6,5,3,0,0,0,304.0084999999999
2018-01-01,한림읍,24,24,10,11,22,3,5,0,9,0,2176.2422999999994
2018-01-01,화북동,24,9,0,0,6,0,0,0,0,0,413.4318000000001
2018-01-01,효돈동,24,0,0,0,0,0,0,0,14,0,349.3595
2018-01-02,건입동,24,24,24,22,24,24,13,4,0,10,3805.7432
2018-01-02,구좌읍,24,24,0,0,24,24,17,12,24,0,2447.5202999999997
2018-01-02,남원읍,24,24,20,15,24,11,19,0,24,19,4118.752399999999
2018-01-02,노형동,24,24,20,4,24,24,21,3,24,0,8069.796299999999
2018-01-02,대륜동,24,24,0,13,18,7,10,0,24,0,1460.1732
2018-01-02,대정읍,24,22,3,24,24,9,5,6,3,0,1478.3499000000002
2018-01-02,대천동,24,24,0,10,5,17,12,0,11,0,1087.6119
2018-01-02,도두동,24,24,19,0,15,24,6,20,14,0,3964.0617000000007
2018-01-02,동홍동,24,24,24,0,14,24,0,0,24,0,1818.1130000000003
2018-01-02,봉개동,20,24,1,0,0,15,1,0,0,0,543.8711
2018-01-02,삼도1동,17,16,0,12,24,0,0,0,0,0,1217.2151999999999
2018-01-02,삼도2동,24,24,17,0,24,22,18,2,2,0,4053.903
2018-01-02,삼양동,24,23,0,0,8,0,0,13,0,0,396.14570000000015
2018-01-02,서홍동,24,24,0,12,21,13,0,0,0,0,1467.9077000000002
2018-01-02,성산읍,24,24,24,24,24,24,24,16,18,0,6159.294300000001
2018-01-02,송산동,24,4,0,0,0,6,15,0,6,0,265.65950000000004
2018-01-02,아라동,24,23,0,5,20,21,4,2,24,0,1197.7366
2018-01-02,안덕면,24,24,20,13,24,24,5,11,24,0,4382.866300000001
2018-01-02,애월읍,24,24,11,21,24,24,19,14,24,0,6274.717699999999
2018-01-02,연동,24,24,24,24,24,24,24,14,24,0,34246.6852
2018-01-02,영천동,24,18,4,1,0,18,2,0,0,0,1041.6208
2018-01-02,예래동,24,24,7,6,24,11,13,0,24,0,4546.751399999999
2018-01-02,오라동,24,22,23,9,24,20,15,2,1,0,1514.7124000000001
2018-01-02,외도동,0,14,0,0,24,0,7,18,0,0,1207.1127999999999
2018-01-02,용담1동,24,22,0,3,16,0,0,0,2,0,439.81799999999987
2018-01-02,용담2동,24,24,24,19,24,24,22,24,24,6,26652.675900000006
2018-01-02,우도면,24,7,0,0,5,6,9,0,6,0,522.3859
2018-01-02,이도1동,24,24,0,20,23,20,1,0,22,0,1414.4066999999998
2018-01-02,이도2동,24,24,8,0,24,10,7,9,24,0,1815.1894
2018-01-02,이호동,24,20,1,15,3,5,16,24,2,0,2232.414100000001
2018-01-02,일도1동,24,10,0,1,19,5,3,3,1,0,558.1170000000001
2018-01-02,일도2동,24,20,0,0,24,4,0,0,24,0,967.8443
2018-01-02,정방동,24,13,0,3,19,21,8,0,0,3,1751.6846000000005
2018-01-02,조천읍,24,23,3,0,24,16,24,4,24,0,2070.5017
2018-01-02,중문동,24,11,12,16,24,24,21,0,1,5,1781.8611999999998
2018-01-02,중앙동,16,19,0,3,8,24,2,0,0,0,407.96100000000007
2018-01-02,천지동,21,24,22,16,23,22,4,0,0,0,943.537
2018-01-02,추자면,23,24,0,0,0,18,0,0,0,0,1179.7449000000001
2018-01-02,표선면,24,24,2,24,22,6,23,7,6,5,2241.171800000001
2018-01-02,한경면,24,0,0,0,3,3,3,0,1,0,321.89019999999994
2018-01-02,한림읍,24,24,0,18,12,2,2,0,6,0,1816.721
2018-01-02,화북동,24,10,0,0,24,0,0,0,0,0,496.0108999999999
2018-01-02,효돈동,24,0,0,0,1,0,0,0,0,0,331.41389999999996
2018-01-03,건입동,24,24,24,18,24,21,24,7,10,0,3305.436
2018-01-03,구좌읍,24,24,3,0,17,24,5,5,24,0,2111.2281000000003
2018-01-03,남원읍,24,24,5,19,24,12,17,0,19,0,5725.0902
2018-01-03,노형동,24,24,24,3,24,24,15,3,23,1,6652.2265
2018-01-03,대륜동,24,24,0,15,3,9,15,0,24,0,1402.8356999999999
2018-01-03,대정읍,24,23,2,18,21,12,12,2,5,0,1247.0409
2018-01-03,대천동,24,22,0,7,4,10,0,0,2,0,502.8021000000001
2018-01-03,도두동,24,24,13,5,24,24,12,24,13,0,3916.1798000000003
2018-01-03,동홍동,24,19,22,4,24,3,22,0,19,0,1641.6586999999995
2018-01-03,봉개동,24,23,0,0,8,15,1,0,0,0,714.7359000000001
2018-01-03,삼도1동,23,23,0,10,23,2,0,0,0,0,916.6736999999998
2018-01-03,삼도2동,24,24,24,0,24,24,24,10,18,0,4340.3041
2018-01-03,삼양동,24,0,0,0,4,0,0,0,0,0,227.10220000000004
2018-01-03,서홍동,24,24,11,13,3,10,1,0,10,11,3671.9379999999996
2018-01-03,성산읍,24,24,24,23,24,24,24,13,6,0,5445.0132
2018-01-03,송산동,24,24,0,0,0,16,13,0,11,0,501.1002
2018-01-03,아라동,24,24,0,7,23,11,6,0,24,0,888.1209999999998
2018-01-03,안덕면,24,24,20,4,24,24,9,24,24,0,4292.3963
2018-01-03,애월읍,24,24,24,14,24,24,21,20,24,12,7573.1381
2018-01-03,연동,24,24,24,20,24,24,24,22,24,6,30058.629299999993
2018-01-03,영천동,24,18,0,0,14,21,5,0,0,0,1100.1612000000002
2018-01-03,예래동,24,24,11,3,24,24,24,0,24,0,5318.7042999999985
2018-01-03,오라동,24,17,0,1,24,22,15,1,0,0,1116.6826
2018-01-03,외도동,11,20,0,0,24,0,22,24,5,0,1381.2555000000002
2018-01-03,용담1동,24,22,0,1,15,1,1,0,24,0,475.90980000000013
2018-01-03,용담2동,24,24,24,10,24,24,18,24,24,21,28251.264599999995
2018-01-03,우도면,24,4,0,0,5,1,0,0,0,0,310.0745000000001
2018-01-03,이도1동,24,24,1,23,22,24,2,0,19,0,1737.2965
2018-01-03,이도2동,24,24,0,0,24,1,3,16,24,0,1607.2853000000002
2018-01-03,이호동,24,19,1,22,2,14,14,24,1,0,2101.1962000000003
2018-01-03,일도1동,24,15,1,2,24,5,3,1,12,0,607.319
2018-01-03,일도2동,24,24,0,0,24,5,4,0,24,0,980.7450999999999
2018-01-03,정방동,24,24,4,4,24,24,22,0,9,0,1797.8584
2018-01-03,조천읍,24,24,0,0,24,24,23,14,24,0,2245.826
2018-01-03,중문동,24,9,6,0,24,23,24,0,13,0,1340.2608999999998
2018-01-03,중앙동,24,14,0,0,24,22,0,0,5,0,448.8233000000001
2018-01-03,천지동,12,19,16,7,24,13,1,0,3,0,665.8133
2018-01-03,추자면,24,24,6,0,0,7,0,0,0,0,1317.7329000000004
2018-01-03,표선면,24,24,1,23,4,13,1,12,15,0,1771.2750000000003
2018-01-03,한경면,24,11,0,0,1,5,7,0,2,0,555.6782
2018-01-03,한림읍,24,24,0,9,9,14,8,0,2,0,1904.4236000000003
2018-01-03,화북동,24,2,0,0,14,0,0,0,0,0,311.24269999999984
2018-01-03,효돈동,24,7,0,0,0,0,10,0,3,0,395.1029
2018-01-04,건입동,24,24,18,15,24,24,20,22,1,0,3492.6988
2018-01-04,구좌읍,24,12,0,0,9,24,13,4,24,0,2088.7867000000006
2018-01-04,남원읍,24,24,21,0,24,6,0,0,11,0,4489.1448
2018-01-04,노형동,24,24,23,8,21,24,9,2,24,4,5888.0824999999995
2018-01-04,대륜동,24,24,0,24,8,22,1,0,14,0,1338.0343000000003
2018-01-04,대정읍,24,9,5,2,16,19,8,12,3,0,1316.0722
2018-01-04,대천동,24,18,0,0,2,24,0,0,0,0,547.2396999999999
2018-01-04,도두동,24,22,18,17,24,24,9,6,13,0,2948.8745000000004
2018-01-04,동홍동,24,21,24,13,13,3,14,0,24,0,1529.1743000000004
2018-01-04,봉개동,22,24,0,0,1,8,1,0,0,0,430.7608999999999
2018-01-04,삼도1동,20,18,0,0,24,0,5,0,0,0,467.54949999999997
2018-01-04,삼도2동,24,24,16,5,24,24,24,19,13,0,4454.0386
2018-01-04,삼양동,24,1,0,0,12,0,0,0,0,0,254.32939999999996
2018-01-04,서홍동,24,24,16,0,1,10,0,0,15,0,4182.696000000001
2018-01-04,성산읍,24,24,24,14,24,24,24,24,23,7,4468.8749
2018-01-04,송산동,24,24,0,0,0,24,0,0,17,0,482.34650000000016
2018-01-04,아라동,24,15,0,19,17,2,4,0,24,0,1059.4735
2018-01-04,안덕면,24,24,20,0,24,24,3,19,22,0,3413.7669999999994
2018-01-04,애월읍,24,24,24,4,24,24,18,20,24,16,7367.153199999999
2018-01-04,연동,24,24,24,24,24,24,21,21,17,14,26251.464800000005
2018-01-04,영천동,24,0,0,0,22,4,13,0,1,0,931.9058999999999
2018-01-04,예래동,24,24,13,11,24,24,22,0,24,0,4268.281800000001
2018-01-04,오라동,24,24,0,0,24,24,9,0,0,0,1094.6371
2018-01-04,외도동,24,24,0,0,24,0,24,17,0,0,1403.3367
2018-01-04,용담1동,24,6,0,0,24,0,0,0,24,0,472.63379999999995
2018-01-04,용담2동,24,24,24,8,24,24,24,24,24,0,22083.403300000005
2018-01-04,우도면,24,24,0,0,0,3,0,0,9,0,201.29149999999996
2018-01-04,이도1동,24,23,0,2,24,24,0,0,24,0,1407.5896
2018-01-04,이도2동,24,24,0,0,24,1,24,24,24,0,1771.1888000000004
2018-01-04,이호동,18,21,0,0,0,24,7,24,0,0,1283.6648
2018-01-04,일도1동,24,20,1,1,24,0,3,3,0,0,602.8020999999999
2018-01-04,일도2동,24,24,0,0,24,16,0,0,22,0,812.4009000000001
2018-01-04,정방동,24,4,24,0,20,24,21,0,3,0,1230.0356999999997
2018-01-04,조천읍,24,24,3,2,24,13,24,9,21,0,2570.3297999999995
2018-01-04,중문동,24,12,9,0,24,24,15,0,22,0,1377.4861
2018-01-04,중앙동,24,4,0,0,23,14,4,0,1,0,409.07770000000005
2018-01-04,천지동,24,24,0,4,18,20,2,0,9,0,625.3983000000001
2018-01-04,추자면,24,24,6,0,0,0,0,0,12,0,542.8058000000001
2018-01-04,표선면,24,24,10,6,7,24,4,3,6,0,1237.2799999999995
2018-01-04,한경면,24,24,0,0,6,3,1,0,2,0,433.9385
2018-01-04,한림읍,24,21,0,0,18,14,13,3,3,0,1231.2040000000002
2018-01-04,화북동,24,10,0,0,11,0,0,0,0,0,344.5889
2018-01-04,효돈동,24,24,0,0,0,0,2,0,18,0,433.32460000000003
2018-01-05,건입동,24,24,3,5,24,20,13,2,1,0,2948.2251000000006
2018-01-05,구좌읍,24,14,0,2,4,13,12,2,24,0,1626.6249999999998
2018-01-05,남원읍,24,24,17,14,19,16,7,5,24,0,4710.5807
2018-01-05,노형동,24,24,24,3,24,24,4,4,24,0,5897.679800000001
2018-01-05,대륜동,24,24,0,18,1,15,23,0,0,0,1183.5748999999996
2018-01-05,대정읍,24,13,13,4,6,3,5,24,13,0,1501.2673999999997
2018-01-05,대천동,24,3,0,0,0,24,0,0,0,0,501.8698
2018-01-05,도두동,24,10,24,14,18,16,0,3,11,0,1661.9033000000006
2018-01-05,동홍동,24,20,1,9,12,7,2,0,19,0,1351.8657
2018-01-05,봉개동,12,24,12,0,0,0,0,0,3,0,291.8214999999999
2018-01-05,삼도1동,24,24,0,0,24,0,12,0,0,0,649.8329000000002
2018-01-05,삼도2동,24,24,21,24,24,21,9,0,19,0,4199.626700000001
2018-01-05,삼양동,24,0,0,0,24,0,0,14,1,0,490.7595
2018-01-05,서홍동,24,24,0,0,13,11,0,0,1,0,2613.4959
2018-01-05,성산읍,24,24,19,17,24,24,23,18,24,0,4307.3383
2018-01-05,송산동,24,24,2,0,0,24,3,0,7,0,352.7532000000001
2018-01-05,아라동,24,0,0,24,8,3,24,0,24,0,1220.2657999999997
2018-01-05,안덕면,24,24,16,6,24,24,8,16,20,0,3504.7380000000003
2018-01-05,애월읍,24,24,24,6,24,24,24,16,24,5,5486.2216
2018-01-05,연동,24,24,21,24,24,24,15,24,14,22,26175.8252
2018-01-05,영천동,24,4,0,0,24,0,24,0,3,0,847.6705999999997
2018-01-05,예래동,24,24,24,18,24,22,23,2,24,0,3064.9406
2018-01-05,오라동,24,0,0,2,24,24,0,5,2,0,1000.2275
2018-01-05,외도동,19,24,0,0,24,0,23,21,0,0,986.4938999999998
2018-01-05,용담1동,24,23,0,0,21,0,0,0,7,0,503.98959999999977
2018-01-05,용담2동,24,24,24,16,24,24,24,24,24,5,18740.3352
2018-01-05,우도면,24,11,0,0,0,0,0,0,4,0,134.9028
2018-01-05,이도1동,24,24,0,0,18,16,3,0,11,0,1072.0499999999997
2018-01-05,이도2동,24,24,1,0,24,2,16,21,13,0,1435.2534
2018-01-05,이호동,24,23,0,0,0,14,4,19,0,0,947.5459000000001
2018-01-05,일도1동,24,14,1,2,18,3,5,0,0,0,372.04049999999995
2018-01-05,일도2동,24,24,0,0,17,16,0,0,3,0,448.1816000000001
2018-01-05,정방동,24,14,24,2,19,24,16,0,5,0,1148.3775999999998
2018-01-05,조천읍,24,24,16,4,23,4,20,0,24,0,1878.9959000000001
2018-01-05,중문동,24,13,0,1,22,24,3,0,9,3,1221.0103
2018-01-05,중앙동,24,0,8,0,16,1,0,0,0,0,514.7816
2018-01-05,천지동,24,23,3,13,8,8,0,4,17,0,785.5538999999999
2018-01-05,추자면,24,24,0,0,0,0,1,0,14,17,827.8842
2018-01-05,표선면,24,24,0,6,14,24,2,10,3,0,1269.0089999999996
2018-01-05,한경면,24,14,8,0,0,3,1,0,11,0,262.662
2018-01-05,한림읍,24,24,2,6,24,4,6,0,0,0,1167.0322
2018-01-05,화북동,24,8,0,0,21,0,0,0,0,0,308.42690000000016
2018-01-05,효돈동,24,22,0,0,2,2,1,0,2,0,479.9095999999999
2018-01-06,건입동,24,24,3,14,24,16,10,1,1,0,3107.4683999999997
2018-01-06,구좌읍,24,22,3,0,2,6,2,5,24,0,1541.3819999999996
2018-01-06,남원읍,24,24,18,11,20,24,22,20,11,0,7163.328699999999
2018-01-06,노형동,24,23,24,0,20,24,2,6,24,0,5420.236700000002
2018-01-06,대륜동,24,24,18,10,3,8,18,0,0,0,1179.3542
2018-01-06,대정읍,24,16,0,2,3,1,0,17,24,0,1389.773
2018-01-06,대천동,24,2,6,0,0,10,0,0,0,0,316.95449999999994
2018-01-06,도두동,24,19,8,9,9,11,6,9,4,0,1786.8446999999996
2018-01-06,동홍동,24,18,0,0,10,24,0,23,0,0,1251.161
2018-01-06,봉개동,15,24,13,0,6,0,1,0,9,0,385.1113000000001
2018-01-06,삼도1동,24,24,0,0,21,8,0,0,0,0,685.9489999999998
2018-01-06,삼도2동,24,24,24,8,24,24,4,3,24,0,3986.7406000000005
2018-01-06,삼양동,24,0,0,0,19,3,10,10,0,0,475.2660000000001
2018-01-06,서홍동,24,24,6,5,12,19,5,0,0,0,3023.2974999999997
2018-01-06,성산읍,24,24,9,9,23,24,17,10,24,0,4017.4066999999995
2018-01-06,송산동,24,24,5,0,9,11,0,0,0,0,263.0285
2018-01-06,아라동,24,2,6,6,9,8,7,0,24,0,1138.3591
2018-01-06,안덕면,24,24,0,1,24,19,10,9,15,0,2858.1974000000005
2018-01-06,애월읍,24,24,24,2,24,23,19,14,24,6,4797.2678
2018-01-06,연동,24,24,24,23,24,24,24,24,24,0,24886.068100000004
2018-01-06,영천동,24,1,0,5,15,21,5,0,0,0,867.7692
2018-01-06,예래동,24,24,1,14,24,0,23,0,24,0,2971.3152999999998
2018-01-06,오라동,24,2,0,0,21,22,0,2,1,0,891.3172999999999
2018-01-06,외도동,24,24,0,0,15,0,0,20,0,0,1157.2907000000002
2018-01-06,용담1동,24,24,0,0,17,4,0,0,5,0,433.57349999999997
2018-01-06,용담2동,24,24,23,23,24,24,24,24,24,0,15273.155399999998
2018-01-06,우도면,24,16,1,0,0,0,8,0,0,0,375.2984
2018-01-06,이도1동,24,23,0,0,19,3,13,0,2,0,1539.9172999999996
2018-01-06,이도2동,24,24,0,0,21,8,2,23,3,0,1403.5962000000004
2018-01-06,이호동,24,1,0,0,6,2,0,19,2,0,774.7665000000001
2018-01-06,일도1동,24,0,1,0,7,4,2,3,0,0,329.9636000000001
2018-01-06,일도2동,24,20,0,2,21,18,0,0,7,0,476.3829999999999
2018-01-06,정방동,24,21,24,1,23,17,12,0,6,0,1323.8196999999998
2018-01-06,조천읍,24,24,24,0,24,5,11,0,17,0,1389.2800000000002
2018-01-06,중문동,24,4,0,1,11,24,4,0,10,0,975.4118000000001
2018-01-06,중앙동,24,0,22,6,4,7,0,0,0,0,461.69210000000004
2018-01-06,천지동,24,20,2,11,10,24,0,1,0,0,871.8456000000001
2018-01-06,추자면,24,23,0,0,1,0,0,0,7,0,200.86079999999995
2018-01-06,표선면,24,24,0,6,18,15,2,6,0,0,1506.3244000000002
2018-01-06,한경면,24,0,0,0,0,0,0,0,22,0,192.36989999999997
2018-01-06,한림읍,24,24,1,24,24,0,1,0,8,0,1495.6626
2018-01-06,화북동,24,7,0,0,20,0,1,0,0,0,338.5790999999999
2018-01-06,효돈동,24,24,0,0,2,0,0,0,0,0,506.8438999999999
2018-01-07,건입동,24,24,7,9,22,15,24,4,3,0,2300.6980999999996
2018-01-07,구좌읍,24,24,0,0,6,16,14,16,24,0,1679.2421000000004
2018-01-07,남원읍,24,24,7,0,24,19,23,0,22,0,5355.592299999998
2018-01-07,노형동,24,24,24,6,24,24,9,1,22,0,5600.986100000001
2018-01-07,대륜동,24,24,17,4,1,17,24,0,3,0,1446.9321999999995
2018-01-07,대정읍,24,24,12,12,10,12,1,11,24,0,1497.7853999999998
2018-01-07,대천동,24,19,0,0,0,17,1,0,0,0,437.7539
2018-01-07,도두동,24,24,19,0,21,2,15,24,1,0,2057.4773999999998
2018-01-07,동홍동,24,24,8,0,6,8,8,19,10,0,1314.7183
2018-01-07,봉개동,24,24,0,0,0,7,0,0,0,0,1409.0926000000004
2018-01-07,삼도1동,24,12,5,0,23,13,0,0,0,0,798.8061
2018-01-07,삼도2동,24,24,15,6,24,22,23,7,14,0,3643.185300000001
2018-01-07,삼양동,21,0,0,0,0,0,0,0,0,0,92.26670000000001
2018-01-07,서홍동,24,24,24,22,0,20,5,0,17,0,5084.0986
2018-01-07,성산읍,24,24,0,3,23,24,16,24,24,0,3501.4671000000008
2018-01-07,송산동,24,2,0,0,0,10,0,0,0,0,164.99240000000006
2018-01-07,아라동,24,3,0,3,22,24,7,0,24,0,886.9978
2018-01-07,안덕면,24,24,10,1,19,14,19,12,24,0,2831.7935999999995
2018-01-07,애월읍,24,24,24,2,24,24,24,0,24,23,6693.681399999998
2018-01-07,연동,24,24,24,4,24,24,24,23,24,0,25886.1243
2018-01-07,영천동,24,23,0,4,0,4,0,0,0,0,863.2140000000002
2018-01-07,예래동,24,24,8,0,14,11,19,0,24,0,2611.4831000000004
2018-01-07,오라동,24,3,0,0,24,24,0,0,0,0,1260.5253
2018-01-07,외도동,22,24,0,0,13,1,0,19,0,0,1029.3567
2018-01-07,용담1동,24,12,6,0,24,15,0,0,24,0,545.7807000000001
2018-01-07,용담2동,24,24,24,22,24,17,18,24,20,0,18556.2899
2018-01-07,우도면,24,0,0,0,0,0,0,0,0,0,100.91660000000007
2018-01-07,이도1동,24,24,0,0,23,3,6,0,8,0,1492.3974
2018-01-07,이도2동,24,24,0,0,16,21,1,2,6,0,1422.3090000000002
2018-01-07,이호동,23,0,0,0,21,5,0,24,4,0,947.599
2018-01-07,일도1동,24,5,4,0,16,3,1,3,0,0,460.0347
2018-01-07,일도2동,24,24,0,0,24,17,0,0,4,0,490.28639999999996
2018-01-07,정방동,24,1,12,3,24,0,9,1,19,0,1142.0829
2018-01-07,조천읍,24,24,8,1,24,15,6,0,19,0,1349.5106
2018-01-07,중문동,24,4,2,3,2,23,2,0,1,0,890.6354
2018-01-07,중앙동,15,1,11,10,5,15,3,0,0,0,422.3035000000001
2018-01-07,천지동,24,20,0,12,12,24,1,4,0,0,961.4037000000003
2018-01-07,추자면,24,20,0,0,0,1,0,0,0,0,227.02530000000004
2018-01-07,표선면,24,23,0,2,12,15,7,16,2,0,1519.6373000000003
2018-01-07,한경면,24,4,0,0,0,2,0,0,10,0,142.59839999999997
2018-01-07,한림읍,24,24,0,24,17,0,5,0,6,0,1439.8281999999997
2018-01-07,화북동,24,0,1,0,14,0,0,0,0,0,315.40389999999985
2018-01-07,효돈동,24,0,0,0,9,5,0,0,0,0,354.09879999999987
2018-01-08,건입동,24,24,23,0,24,17,24,15,7,0,1765.6826999999998
2018-01-08,구좌읍,24,24,1,0,0,24,21,11,24,0,1490.3098999999997
2018-01-08,남원읍,24,24,1,0,24,15,23,15,24,0,4399.1011
2018-01-08,노형동,24,24,21,24,24,24,13,2,23,0,6100.973099999999
2018-01-08,대륜동,24,22,17,23,0,21,16,0,9,0,1576.6767000000004
2018-01-08,대정읍,24,23,23,12,24,24,2,24,24,0,2143.2655000000004
2018-01-08,대천동,24,24,0,0,0,12,0,0,0,0,643.7662
2018-01-08,도두동,24,24,9,0,24,5,11,24,7,0,1814.1608
2018-01-08,동홍동,24,24,16,0,9,2,11,18,23,0,1324.1193999999998
2018-01-08,봉개동,21,24,0,0,10,4,0,0,0,0,572.5091000000001
2018-01-08,삼도1동,24,0,24,0,3,13,0,0,0,0,579.7480999999999
2018-01-08,삼도2동,24,24,1,0,24,24,16,19,19,0,2868.2317
2018-01-08,삼양동,24,0,0,0,0,0,0,0,2,0,165.37490000000005
2018-01-08,서홍동,24,24,19,23,0,18,21,0,20,0,4648.468999999999
2018-01-08,성산읍,24,24,0,9,22,24,20,23,21,0,3388.2076
2018-01-08,송산동,24,0,0,0,0,10,0,0,1,0,322.55210000000005
2018-01-08,아라동,24,3,0,2,17,24,24,0,16,0,1053.8951
2018-01-08,안덕면,24,24,22,0,16,21,8,11,22,0,3103.5601999999994
2018-01-08,애월읍,24,24,24,2,24,24,16,3,24,0,6206.045900000001
2018-01-08,연동,24,24,24,9,24,24,24,24,24,0,24555.708199999994
2018-01-08,영천동,24,2,5,0,0,1,2,0,0,0,790.3841000000001
2018-01-08,예래동,24,24,24,0,14,14,22,0,24,0,4414.5448
2018-01-08,오라동,24,0,0,0,24,22,0,1,0,1,829.9752
2018-01-08,외도동,19,23,0,0,8,0,0,24,20,0,1096.4978
2018-01-08,용담1동,24,4,0,0,10,18,0,2,21,0,472.9160000000001
2018-01-08,용담2동,24,24,21,15,24,24,18,24,14,5,17721.866199999997
2018-01-08,우도면,24,0,0,0,0,3,0,0,0,0,80.78220000000003
2018-01-08,이도1동,24,13,1,4,18,3,0,0,18,0,1211.3161
2018-01-08,이도2동,24,24,0,5,10,24,0,1,21,0,1171.0355999999997
2018-01-08,이호동,21,3,0,0,0,24,0,21,0,0,596.4128000000001
2018-01-08,일도1동,24,2,2,2,11,6,3,0,4,0,350.5415
2018-01-08,일도2동,24,17,0,0,20,21,0,0,7,0,483.31770000000006
2018-01-08,정방동,24,0,11,2,16,9,24,1,16,0,905.6964999999998
2018-01-08,조천읍,24,20,0,0,24,20,3,0,15,0,1011.7731000000001
2018-01-08,중문동,24,16,4,0,0,24,2,0,9,0,1439.1682
2018-01-08,중앙동,23,14,6,6,9,17,0,0,11,0,459.47860000000003
2018-01-08,천지동,21,24,2,1,6,24,3,5,13,0,696.1805000000002
2018-01-08,추자면,24,21,13,0,0,0,19,0,11,0,392.2714
2018-01-08,표선면,24,24,0,2,19,16,6,15,1,0,996.5662
2018-01-08,한경면,24,0,5,0,0,9,0,0,0,0,173.45539999999997
2018-01-08,한림읍,24,24,2,24,0,0,0,0,22,0,1383.155
2018-01-08,화북동,24,10,0,0,1,0,0,0,0,0,155.9926000000001
2018-01-08,효돈동,24,0,2,0,24,19,9,0,0,0,434.8565
2018-01-09,건입동,24,16,11,6,17,24,20,13,17,0,2221.0897
2018-01-09,구좌읍,24,17,5,0,6,24,3,3,24,0,1264.6291999999996
2018-01-09,남원읍,24,24,8,11,24,24,23,19,23,0,5380.010899999999
2018-01-09,노형동,24,24,21,12,22,24,11,13,24,4,6057.958500000001
2018-01-09,대륜동,24,24,14,0,2,24,0,0,16,0,1034.1406
2018-01-09,대정읍,24,24,18,0,6,20,2,24,24,0,1767.4851999999998
2018-01-09,대천동,24,22,1,0,4,11,0,0,4,0,680.7366999999999
2018-01-09,도두동,24,22,22,0,24,7,0,15,11,0,2588.3835999999997
